ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
CJ3XRA,Renault Duster,Jaipur,2013,65000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,Others,5,4,\N,5.5
I9U64O,Toyota Innova,Kolkata,2012,85122,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,White,7,4,\N,8.2
PCJYYK,Tata Xenon,Jaipur,2017,1000,Diesel,Manual,First,13.49 kmpl,2179 CC,138.03 bhp,Black/Silver,5,4,\N,7.5
62MRP5,Hyundai i10,Chennai,2012,55231,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,White,5,4,\N,2.78
FIAD8N,Maruti Ritz,Hyderabad,2011,127887,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,Black/Silver,5,4,\N,2.95
KJ28I5,Jaguar XF,Pune,2013,46000,Diesel,Automatic,Second,16.36 kmpl,2179 CC,187.7 bhp,White,5,4,\N,24.0
CKXJL6,Mercedes-Benz New,Kochi,2019,13190,Petrol,Automatic,First,0.0 kmpl,1950 CC,181.43 bhp,White,5,4,49.49 Lakh,38.99
ER4EL9,Honda Amaze,Kolkata,2013,39575,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,White,5,4,\N,3.25
R54SRU,Fiat Linea,Jaipur,2009,80000,Diesel,Manual,Second,20.4 kmpl,1248 CC,91.2 bhp,Black/Silver,5,4,\N,1.75
S4TP9J,Mahindra XUV500,Delhi,2016,81177,Diesel,Manual,First,16.0 kmpl,1997 CC,140 bhp,Black/Silver,7,5,\N,11.25
PW25X6,Maruti Swift,Jaipur,2012,95100,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,White,5,4,\N,3.75
NXKH5A,Ford Ecosport,Jaipur,2014,93321,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Black/Silver,5,4,\N,6.25
CHD2ZM,BMW 7,Coimbatore,2013,73525,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,Others,5,4,\N,34.54
5UHEMH,Maruti Swift,Pune,2012,94868,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,White,5,4,\N,4.5
4T5LIV,Mahindra XUV500,Kolkata,2016,54000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Black/Silver,7,5,\N,13.0
0EF8ZI,Hyundai i10,Jaipur,2008,82203,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,Others,5,4,\N,1.8
EVI8J4,Honda Jazz,Ahmedabad,2016,35000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,Others,5,4,\N,5.5
IYP9NT,Volkswagen Vento,Chennai,2012,130000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,Black/Silver,5,4,\N,4.75
S7B14W,Hyundai Grand,Coimbatore,2017,47774,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,Black/Silver,5,4,\N,6.04
5KS17L,Skoda Superb,Delhi,2012,56400,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,Others,5,4,\N,8.0
N2XKIG,Volkswagen Polo,Kolkata,2013,30000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,Others,5,4,\N,2.8
X11XKY,Honda Jazz,Coimbatore,2017,49575,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,White,5,4,\N,7.17
7P39HF,Hyundai i20,Delhi,2017,25500,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,Black/Silver,5,4,\N,7.0
LH99CW,Maruti Swift,Mumbai,2015,19000,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,Black/Silver,5,4,\N,5.25
90W429,Mahindra Xylo,Coimbatore,2016,93166,Diesel,Manual,Second,14.02 kmpl,2179 CC,118.3 bhp,White,7,5,11.67 Lakh,5.85
IE2H80,Chevrolet Cruze,Pune,2009,73204,Diesel,Automatic,Third,18.1 kmpl,1991 CC,147.9 bhp,White,4,4,\N,3.5
X2GEUD,Volkswagen Polo,Pune,2014,68865,Diesel,Manual,First,15.11 kmpl,1598 CC,103.6 bhp,Black/Silver,5,4,\N,4.8
C4ZRLC,Tata Manza,Kolkata,2010,40000,Petrol,Manual,First,15.0 kmpl,1368 CC,90 bhp,Others,5,4,\N,1.35
NYYBL2,Hyundai Grand,Hyderabad,2015,76362,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,White,5,4,\N,5.5
H5QOIJ,Maruti Vitara,Pune,2016,31001,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,White,5,4,\N,7.25
ER21XS,Ford Ikon,Pune,2006,85000,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,White,5,4,\N,0.69
DNMQ83,Maruti Zen,Mumbai,2010,23000,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,Black/Silver,5,4,\N,1.9
88CCKL,Ford Ikon,Chennai,2007,90000,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,Others,5,4,\N,1.4
L21O2G,Maruti Swift,Hyderabad,2011,81759,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,Others,5,4,\N,4.39
B1OBF0,Honda City,Kolkata,2011,42086,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Others,5,4,\N,3.35
4RZJAP,Toyota Fortuner,Delhi,2013,71932,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,Others,7,5,\N,16.5
B0PV8W,Maruti Wagon,Kochi,2015,43828,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,Black/Silver,5,4,\N,3.52
YF4KRH,Skoda Octavia,Hyderabad,2006,121000,Diesel,Manual,Second,16.4 kmpl,1896 CC,90 bhp,Black/Silver,5,4,\N,2.5
EA2BKQ,Maruti Ritz,Kolkata,2011,50000,Petrol,Manual,Second,18.5 kmpl,1197 CC,85.80 bhp,Black/Silver,5,4,\N,1.5
BQ27XI,Maruti Swift,Bangalore,2012,62000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,White,5,4,\N,4.5
6XRPTJ,Volkswagen Polo,Pune,2011,65000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,White,5,4,\N,3.0
K8PS0V,Mahindra Renault,Pune,2008,2200,Petrol,Manual,First,15.7 kmpl,1390 CC,75 bhp,Others,5,4,\N,2.3
4R13SJ,BMW 5,Kochi,2014,64158,Diesel,Automatic,First,18.48 kmpl,\N,\N,Others,\N,4,\N,17.89
LHXSLV,Maruti Swift,Hyderabad,2014,81609,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,Others,5,4,\N,5.55
SYLSXD,Hyundai Grand,Kochi,2016,28147,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,White,5,4,6.62 Lakh,5.07
2BGQXK,Hyundai Verna,Delhi,2012,62000,Diesel,Manual,\N,22.32 kmpl,1582 CC,126.32 bhp,White,5,4,\N,4.6
LUEAA4,Hyundai Verna,Chennai,2012,128000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,White,5,4,\N,5.0
PFDCKE,Mercedes-Benz New,Bangalore,2012,49000,Diesel,Automatic,Second,14.84 kmpl,2143 CC,167.62 bhp,Others,5,4,\N,19.25
MALFIH,BMW 3,Delhi,2019,87000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,Black/Silver,5,4,52.46 Lakh,6.67
VRSY43,Hyundai Elantra,Ahmedabad,2018,35000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.2 bhp,Others,5,4,\N,15.0
QSBZJ2,Honda City,Delhi,2010,43000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,White,5,4,\N,3.75
CQRZJI,Toyota Innova,Bangalore,2017,64798,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,Others,7,4,26.45 Lakh,18.75
13PWZ8,Chevrolet Cruze,Kochi,2014,52895,Diesel,Manual,First,17.3 kmpl,1998 CC,163.7 bhp,White,5,4,\N,6.02
R7UPR3,Fiat Siena,Jaipur,2001,70000,Petrol,Manual,Third,0.0 kmpl,1242 CC,null bhp,White,5,4,\N,0.55
9H8352,Honda Mobilio,Kolkata,2014,45000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,Others,7,5,\N,5.0
IXHPJV,Honda WRV,Kochi,2018,15135,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,White,5,4,10.57 Lakh,9.29
DCDMJN,Chevrolet Beat,Kochi,2016,83629,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,White,5,4,\N,3.15
LIBAGC,Volkswagen Polo,Chennai,2014,35059,Petrol,Automatic,First,17.21 kmpl,1798 CC,189 bhp,White,4,4,\N,5.75
2GLMG6,Skoda Octavia,Pune,2008,82000,Diesel,Manual,Second,18.7 kmpl,1896 CC,66 bhp,Black/Silver,5,4,\N,2.35
XM178D,Maruti Vitara,Coimbatore,2017,25299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,White,5,4,12.56 Lakh,10.34
PE1OGU,Mahindra Ssangyong,Hyderabad,2013,61202,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,Others,7,5,\N,14.5
48RMN8,Volkswagen Polo,Mumbai,2016,7523,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,Others,5,4,\N,6.15
US93CZ,Tata Safari,Hyderabad,2014,93000,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,Others,7,5,\N,8.25
FJT018,Hyundai i20,Pune,2018,31000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,Others,5,4,\N,7.75
Z0GKNE,Skoda Superb,Pune,2009,108000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,Others,5,4,\N,4.35
7BCGKN,Renault KWID,Pune,2018,1000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,Others,5,4,4.45 Lakh,3.4
ZKKVOX,Audi Q7,Mumbai,2016,20002,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,White,7,5,1.04 Cr,67.0
E0A8RU,Ford Figo,Hyderabad,2016,100000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,Others,5,4,\N,5.1
J0B2ID,Maruti Swift,Hyderabad,2014,81768,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,Black/Silver,5,4,\N,5.69
2E5NPY,Hyundai i20,Hyderabad,2012,80000,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,White,5,4,\N,4.5
OKLGH4,Maruti Wagon,Mumbai,2019,600,Petrol,Automatic,First,21.5 kmpl,1197 CC,81.80 bhp,Others,5,4,6.8 Lakh,6.25
NKZ6KQ,Honda Jazz,Chennai,2017,11000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,White,5,4,\N,6.75
C1096Q,Mercedes-Benz E-Class,Mumbai,2011,55000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,Black/Silver,5,4,\N,16.0
0JMN8U,Toyota Fortuner,Chennai,2012,97000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,White,7,5,\N,16.75
8P80YQ,Toyota Innova,Hyderabad,2016,121362,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,Others,7,4,\N,16.0
K6Y4ZC,Toyota Etios,Kochi,2012,44223,Petrol,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,Others,5,4,\N,3.99
RP8FPX,Mahindra XUV500,Kolkata,2013,43000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Others,7,5,\N,7.0
HS5FVM,Toyota Corolla,Chennai,2008,86000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,Others,5,4,\N,3.5
YF79L5,Maruti Wagon,Pune,2015,55000,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,Others,5,4,\N,3.7
4VDSMD,Mercedes-Benz GLS,Pune,2017,129000,Diesel,Automatic,First,11.0 kmpl,2987 CC,258 bhp,Black/Silver,7,5,1 Cr,56.0
3ITVQ1,Chevrolet Beat,Bangalore,2015,66000,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,White,5,4,\N,2.35
I4A5Y4,Honda City,Kochi,2016,58197,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,Black/Silver,5,4,\N,9.19
ZQ93ZV,Hyundai Verna,Kolkata,2013,37873,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,Black/Silver,5,4,\N,4.8
BTLS8X,Honda Civic,Mumbai,2008,87000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,White,5,4,\N,2.35
FZLIKI,Maruti Swift,Kochi,2013,56263,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,Others,5,4,\N,4.17
642TXR,Hyundai Grand,Coimbatore,2015,37081,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,Others,5,4,\N,5.77
KVY104,Maruti Baleno,Hyderabad,2016,30112,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,Black/Silver,5,4,\N,7.79
WS28VR,Skoda Superb,Mumbai,2011,46000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,White,5,4,\N,4.9
50F6E3,Maruti Ritz,Hyderabad,2010,68000,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,Black/Silver,5,4,\N,3.2
TA1WBK,Hyundai i20,Pune,2011,54000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,White,5,4,\N,3.2
2JSOQ1,Maruti Swift,Mumbai,2015,60000,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,White,5,4,\N,4.8
772EXH,Maruti Ertiga,Pune,2012,63001,Diesel,Manual,Second,20.77 kmpl,1248 CC,88.76 bhp,White,7,5,\N,6.11
C4S7W5,Maruti Ritz,Kochi,2015,35314,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,Others,5,4,\N,4.27
43BA7P,Honda City,Pune,1999,140000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,White,5,4,\N,0.9
7YFI6O,Toyota Innova,Mumbai,2012,106000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,Black/Silver,8,5,\N,8.4
VV4FR5,Ford EcoSport,Mumbai,2015,23000,Petrol,Automatic,First,15.63 kmpl,1499 CC,110.4 bhp,White,5,4,\N,6.8
L4KZKL,Volkswagen Ameo,Pune,2016,20000,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,Others,5,4,10.04 Lakh,6.75
SOLN5B,Maruti 800,Jaipur,2010,70000,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,Black/Silver,4,4,\N,0.9
8UKET3,Maruti Baleno,Jaipur,2015,98000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,White,5,4,\N,5.5
ZKHHVX,Hyundai i20,Kolkata,2010,45000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,White,5,4,\N,1.9
3IUGFJ,BMW 3,Pune,2013,49000,Petrol,Automatic,First,14.59 kmpl,1997 CC,245 bhp,White,5,4,\N,19.0
7UGJTD,Audi A4,Kochi,2017,61221,Petrol,Automatic,First,17.84 kmpl,1395 CC,147.51 bhp,White,5,4,47.16 Lakh,21.73
IP5YUW,Honda City,Hyderabad,2008,56000,Petrol,Automatic,First,16.4 kmpl,1497 CC,78 bhp,Others,5,4,\N,2.99
5P2E15,Maruti Swift,Hyderabad,2015,62000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,Others,5,4,\N,6.3
M43K2R,Maruti Dzire,Hyderabad,2017,13000,Petrol,Automatic,First,22.0 kmpl,1197 CC,81.80 bhp,White,5,4,10.34 Lakh,8.5
DCGWTS,Chevrolet Enjoy,Kochi,2015,25648,Petrol,Manual,First,13.7 kmpl,1399 CC,98.82 bhp,White,7,5,\N,4.29
PWBQF6,Maruti Swift,Delhi,2018,11500,Diesel,Automatic,First,28.4 kmpl,1248 CC,74 bhp,Black/Silver,5,4,\N,7.5
2XTWM7,Volkswagen Polo,Kochi,2011,58752,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,Others,5,4,\N,3.32
BZXPIW,Mercedes-Benz New,Delhi,2014,64000,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,Others,5,4,\N,15.65
VPCGPF,Jaguar XF,Coimbatore,2012,75668,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,Others,5,4,\N,16.58
FJ0TXE,Hyundai i20,Kochi,2016,49716,Diesel,Manual,First,21.19 kmpl,1396 CC,88.73 bhp,Black/Silver,5,4,\N,6.2
QQ5SSC,Toyota Fortuner,Delhi,2011,60000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,Black/Silver,7,5,\N,10.85
WEEM70,Honda CR-V,Mumbai,2007,66000,Petrol,Automatic,First,11.1 kmpl,2354 CC,158.8 bhp,White,5,4,\N,3.7
UE9BYM,Maruti Alto,Jaipur,2014,45700,Petrol,Manual,Second,22.74 kmpl,796 CC,47.3 bhp,White,5,4,\N,2.42
HFU1G9,Hyundai Xcent,Jaipur,2015,100000,Diesel,\N,\N,24.4 kmpl,1120 CC,71 bhp,Others,5,4,\N,4.0
JQU8IB,Chevrolet Cruze,Bangalore,2013,62000,Diesel,Manual,Second,18.3 kmpl,1991 CC,147.9 bhp,Others,5,4,\N,6.75
UJC1S8,Honda Mobilio,Chennai,2014,23000,Diesel,Manual,First,24.5 kmpl,1498 CC,98.6 bhp,Black/Silver,7,5,\N,6.9
15V58P,Ford Ecosport,Kochi,2014,43316,Petrol,Manual,First,18.88 kmpl,999 CC,123.37 bhp,Others,5,4,\N,6.22
8DBRQL,Maruti Baleno,Delhi,2016,21000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,White,5,4,\N,6.21
RV4DYT,Honda City,Ahmedabad,2014,66000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,Black/Silver,5,4,\N,5.7
ZES0CY,Maruti Wagon,Coimbatore,2008,53934,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,Black/Silver,5,4,\N,2.69
NH1IIX,Volkswagen Vento,Bangalore,2011,80000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,White,5,4,\N,4.75
RWFPST,Volkswagen Vento,Pune,2011,54211,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,White,5,4,\N,3.33
0UUAGQ,BMW 5,Coimbatore,2016,18090,Diesel,Automatic,First,16.2 kmpl,2993 CC,258 bhp,Others,5,4,\N,45.73
4C9BQN,Hyundai Xcent,Delhi,2015,54000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,Others,5,4,\N,3.7
3WO3D3,Volkswagen Ameo,Ahmedabad,2016,34005,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,White,5,4,8.09 Lakh,5.75
P3C3H5,Maruti Swift,Pune,2017,57000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,Black/Silver,5,4,\N,4.25
TSD4H8,Volkswagen Polo,Kochi,2015,26323,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,Black/Silver,5,4,10.83 Lakh,7.4
WSBVLY,Honda Amaze,Delhi,2013,45000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,Others,5,4,\N,3.3
N08GQV,Mahindra XUV500,Mumbai,2015,82000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,White,7,5,\N,8.75
UGTLMU,Audi A4,Delhi,2011,58000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,White,5,4,\N,11.0
4YFBNJ,Hyundai i20,Kolkata,2012,37000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,White,5,4,\N,2.65
2JBWQ5,Hyundai Accent,Jaipur,2004,47300,Petrol,Manual,Second,14.4 kmpl,1599 CC,94 bhp,Black/Silver,5,4,\N,1.2
Y76L63,Maruti Swift,Hyderabad,2011,130002,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,Black/Silver,5,4,\N,3.85
EQR9P8,Tata Manza,Pune,2012,73000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,White,5,4,\N,3.4
ZZ879B,Hyundai Verna,Mumbai,2016,52001,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,White,5,4,\N,6.45
O7AY4B,Skoda Laura,Chennai,2013,120000,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,Others,5,4,\N,6.95
58D6JO,Hyundai Grand,Chennai,2015,15000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,\N,5.5
2LJNI4,Maruti Ritz,Hyderabad,2012,68000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,Black/Silver,5,4,\N,4.4
ZN9O8V,Toyota Innova,Hyderabad,2015,80883,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,Black/Silver,7,4,\N,13.5
1PX7MK,Ford EcoSport,Chennai,2014,72563,Diesel,Manual,Second,22.77 kmpl,1498 CC,98.59 bhp,Others,5,4,\N,5.0
ABITUK,Maruti Grand,Mumbai,2017,25000,Petrol,Manual,First,10.4 kmpl,2393 CC,163.5 bhp,Others,5,4,\N,9.0
622EAC,Hyundai i20,Chennai,2014,41681,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,White,5,4,\N,4.55
LGNLOU,Skoda Rapid,Mumbai,2015,54000,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,Others,5,4,\N,6.11
OTM4K1,Honda City,Pune,2009,60000,Petrol,Manual,Third,17.0 kmpl,\N,\N,\N,5,4,\N,3.25
FLY7NK,Maruti Swift,Chennai,2012,78000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,Others,5,4,\N,4.4
P0FI34,Tata Nano,Jaipur,2012,80000,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,White,4,4,\N,0.53
713FV2,Volkswagen Vento,Mumbai,2014,34987,Petrol,Automatic,First,18.19 kmpl,1197 CC,103.5 bhp,Black/Silver,5,4,\N,5.95
G5NKB8,Hyundai i20,Delhi,2017,9000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Others,5,4,\N,6.85
THSRCO,Honda Jazz,Pune,2016,21000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,White,5,4,\N,6.35
USWMN3,Hyundai i10,Kolkata,2010,27089,Petrol,Manual,First,16.0 kmpl,1086 CC,66.7 bhp,Black/Silver,5,4,\N,1.95
IKUJGO,Maruti Wagon,Delhi,2007,65000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,Black/Silver,5,4,\N,1.25
OU6XMO,Hyundai i20,Chennai,2017,8000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,White,5,4,\N,6.75
G9JJLX,Renault Duster,Mumbai,2013,41000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,Black/Silver,5,4,\N,5.5
PH1KU6,Hyundai Elantra,Pune,2013,48823,Diesel,Automatic,First,19.5 kmpl,1582 CC,126.24 bhp,Black/Silver,5,4,\N,8.5
UTNPZ1,Mercedes-Benz New,Chennai,2011,60000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,White,5,4,\N,16.0
WXMAN9,Honda CR-V,Delhi,2008,70000,Petrol,Manual,First,13.1 kmpl,1997 CC,141.1 bhp,White,5,4,\N,4.0
OBUII5,Hyundai i10,Jaipur,2010,66770,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,Others,5,4,\N,2.6
DVOD58,Maruti Zen,Pune,2007,42000,Petrol,Manual,Third,18.2 kmpl,998 CC,67.1 bhp,Others,5,4,\N,1.3
XS0WV6,BMW X5,Kochi,2016,35659,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,White,7,5,\N,43.78
EHYWZK,Renault Duster,Kochi,2013,69140,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,Black/Silver,5,4,\N,5.11
6Q1SYJ,Maruti Swift,Kolkata,2014,47000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,Black/Silver,5,4,\N,3.9
MHYUOO,Renault Duster,Pune,2012,74000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,Black/Silver,5,4,\N,6.35
KR3B22,Mercedes-Benz B,Pune,2014,53753,Diesel,Automatic,Second,15.0 kmpl,2143 CC,107.3 bhp,Others,5,4,\N,16.75
NHQ4YG,Honda Brio,Kochi,2015,49133,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,Black/Silver,5,4,\N,4.51
HB5EJE,Ford Ecosport,Hyderabad,2014,55000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Others,5,4,\N,6.0
Z41D8J,Porsche Cayenne,Coimbatore,2015,60395,Diesel,Automatic,First,16.12 kmpl,2967 CC,245 bhp,Others,5,4,\N,45.82
ZK46CR,Maruti Ertiga,Bangalore,2014,68000,Petrol,Manual,Second,16.02 kmpl,1373 CC,93.7 bhp,Black/Silver,7,5,\N,6.75
DND7BL,Hyundai i10,Coimbatore,2013,32776,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Others,5,4,\N,4.64
TUP4Q7,Mercedes-Benz M-Class,Ahmedabad,2012,66000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,White,5,4,\N,23.0
E8NFS1,Toyota Corolla,Coimbatore,2014,72022,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,White,5,4,\N,9.23
4F9598,Maruti Dzire,Pune,2017,48000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,Black/Silver,5,4,7.91 Lakh,6.0
HVYUTF,Jaguar XF,Delhi,2012,16000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,Others,5,4,\N,32.0
A9GXSO,Ford Figo,Hyderabad,2017,95802,Diesel,Manual,Second,25.83 kmpl,1498 CC,99 bhp,Black/Silver,5,4,\N,4.55
ISI27S,Audi Q5,Kochi,2011,59967,Petrol,Automatic,First,9.74 kmpl,1984 CC,208 bhp,Black/Silver,5,4,\N,18.0
QHW9UD,Honda City,Mumbai,2015,32896,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,White,5,4,\N,8.9
UZO1JI,Skoda Rapid,Hyderabad,2017,31000,Diesel,Manual,First,21.13 kmpl,1498 CC,108.4 bhp,Others,5,4,15.38 Lakh,10.5
LOP9XM,Honda CR-V,Jaipur,2008,100009,Petrol,Manual,Second,13.1 kmpl,1997 CC,141.1 bhp,Black/Silver,5,4,\N,6.5
I9INI8,Honda BRV,Pune,2016,9200,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,White,7,5,13.58 Lakh,8.0
ISIVQ7,Land Rover Range,Coimbatore,2014,95649,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,White,5,4,\N,29.67
QPBWT5,Hyundai i20,Bangalore,2014,68010,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,Others,5,4,\N,5.25
MNJ1VP,Maruti Ertiga,Hyderabad,2015,59245,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,Others,7,5,\N,8.5
PB74BM,Honda WRV,Ahmedabad,2017,32248,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,Black/Silver,5,4,10.32 Lakh,8.25
